,quadrante,caracteristica
14474,Lucrativo (D+R+),Canal_1
14475,Lucrativo (D+R+),Canal_1
14476,Desafiador (D+R-),Canal_2
14477,Lucrativo (D+R+),Canal_1
14478,Desafiador (D+R-),Canal_1
14479,Desafiador (D+R-),Canal_1
14480,Estável (D-R-),Canal_2
14481,Eficiente (D-R+),Canal_2
14482,Eficiente (D-R+),Canal_2
14483,Eficiente (D-R+),Canal_1
14484,Estável (D-R-),Canal_1
14485,Estável (D-R-),Canal_1
14486,Eficiente (D-R+),Canal_2
14487,Estável (D-R-),Canal_2
14488,Estável (D-R-),Canal_2
14489,Estável (D-R-),Canal_2
14490,Estável (D-R-),Canal_1
14491,Eficiente (D-R+),Canal_1
14492,Estável (D-R-),Canal_1
14493,Eficiente (D-R+),Canal_2
14494,Eficiente (D-R+),Canal_2
14495,Estável (D-R-),Canal_2
14496,Eficiente (D-R+),Canal_2
14497,Eficiente (D-R+),Canal_2
14498,Estável (D-R-),Canal_1
14499,Estável (D-R-),Canal_1
14500,Eficiente (D-R+),Canal_1
14501,Lucrativo (D+R+),Canal_2
14502,Desafiador (D+R-),Canal_2
14503,Desafiador (D+R-),Canal_2
14504,Desafiador (D+R-),Canal_1
14505,Desafiador (D+R-),Canal_1
14506,Lucrativo (D+R+),Canal_1
14507,Estável (D-R-),Canal_1
14508,Eficiente (D-R+),Canal_2
14509,Eficiente (D-R+),Canal_2
14510,Estável (D-R-),Canal_2
14511,Eficiente (D-R+),Canal_2
14512,Eficiente (D-R+),Canal_2
14513,Estável (D-R-),Canal_1
14514,Estável (D-R-),Canal_1
14515,Eficiente (D-R+),Canal_1
14516,Estável (D-R-),Canal_1
14517,Estável (D-R-),Canal_2
14518,Estável (D-R-),Canal_2
14519,Lucrativo (D+R+),Canal_1
14520,Lucrativo (D+R+),Canal_1
14521,Desafiador (D+R-),Canal_2
14522,Desafiador (D+R-),Canal_1
14523,Lucrativo (D+R+),Canal_2
14524,Lucrativo (D+R+),Canal_2
14525,Estável (D-R-),Canal_1
14526,Estável (D-R-),Canal_2
14527,Eficiente (D-R+),Canal_2
14528,Eficiente (D-R+),Canal_2
14529,Desafiador (D+R-),Canal_1
14530,Lucrativo (D+R+),Canal_1
14531,Estável (D-R-),Canal_2
14532,Lucrativo (D+R+),Canal_2
14533,Eficiente (D-R+),Canal_2
14534,Lucrativo (D+R+),Canal_1
14535,Desafiador (D+R-),Canal_1
14536,Estável (D-R-),Canal_1
14537,Estável (D-R-),Canal_1
14538,Estável (D-R-),Canal_1
14539,Eficiente (D-R+),Canal_2
14540,Eficiente (D-R+),Canal_2
14541,Eficiente (D-R+),Canal_1
14542,Estável (D-R-),Canal_2
14543,Estável (D-R-),Canal_2
14544,Eficiente (D-R+),Canal_1
14545,Eficiente (D-R+),Canal_1
14546,Estável (D-R-),Canal_1
14547,Eficiente (D-R+),Canal_2
14548,Eficiente (D-R+),Canal_2
14549,Estável (D-R-),Canal_1
14550,Eficiente (D-R+),Canal_1
14551,Eficiente (D-R+),Canal_2
14552,Eficiente (D-R+),Canal_2
14553,Estável (D-R-),Canal_1
14554,Estável (D-R-),Canal_2
14555,Eficiente (D-R+),Canal_2
14556,Eficiente (D-R+),Canal_2
14557,Estável (D-R-),Canal_1
14558,Eficiente (D-R+),Canal_1
14559,Estável (D-R-),Canal_1
14560,Estável (D-R-),Canal_2
14561,Estável (D-R-),Canal_2
14562,Eficiente (D-R+),Canal_1
14563,Eficiente (D-R+),Canal_1
14564,Eficiente (D-R+),Canal_2
14565,Eficiente (D-R+),Canal_2
14566,Estável (D-R-),Canal_1
14567,Eficiente (D-R+),Canal_2
14568,Eficiente (D-R+),Canal_2
14569,Estável (D-R-),Canal_2
14570,Estável (D-R-),Canal_1
14571,Eficiente (D-R+),Canal_1
14572,Estável (D-R-),Canal_1
14573,Estável (D-R-),Canal_1
14574,Estável (D-R-),Canal_1
14575,Estável (D-R-),Canal_1
14576,Estável (D-R-),Canal_2
14577,Eficiente (D-R+),Canal_2
14578,Estável (D-R-),Canal_2
14579,Estável (D-R-),Canal_2
14580,Estável (D-R-),Canal_1
14581,Estável (D-R-),Canal_1
14582,Estável (D-R-),Canal_1
14583,Eficiente (D-R+),Canal_1
14584,Estável (D-R-),Canal_1
14585,Estável (D-R-),Canal_1
14586,Estável (D-R-),Canal_2
14587,Estável (D-R-),Canal_2
14588,Eficiente (D-R+),Canal_2
14589,Desafiador (D+R-),Canal_2
14590,Estável (D-R-),Canal_2
14591,Eficiente (D-R+),Canal_2
14592,Lucrativo (D+R+),Canal_1
14593,Lucrativo (D+R+),Canal_1
14594,Desafiador (D+R-),Canal_1
14595,Estável (D-R-),Canal_2
14596,Desafiador (D+R-),Canal_2
14597,Eficiente (D-R+),Canal_2
14598,Desafiador (D+R-),Canal_2
14599,Eficiente (D-R+),Canal_2
14600,Estável (D-R-),Canal_2
14601,Estável (D-R-),Canal_2
14602,Estável (D-R-),Canal_1
14603,Desafiador (D+R-),Canal_1
14604,Estável (D-R-),Canal_1
14605,Estável (D-R-),Canal_2
14606,Estável (D-R-),Canal_1
14607,Estável (D-R-),Canal_1
14608,Eficiente (D-R+),Canal_1
14609,Eficiente (D-R+),Canal_2
14610,Estável (D-R-),Canal_2
14611,Eficiente (D-R+),Canal_2
14612,Eficiente (D-R+),Canal_2
14613,Estável (D-R-),Canal_2
14614,Estável (D-R-),Canal_1
14615,Eficiente (D-R+),Canal_1
14616,Estável (D-R-),Canal_1
14617,Lucrativo (D+R+),Canal_1
14618,Lucrativo (D+R+),Canal_1
14619,Desafiador (D+R-),Canal_1
14620,Lucrativo (D+R+),Canal_2
14621,Lucrativo (D+R+),Canal_2
14622,Desafiador (D+R-),Canal_2
14623,Estável (D-R-),Canal_1
14624,Desafiador (D+R-),Canal_1
14625,Desafiador (D+R-),Canal_1
14626,Estável (D-R-),Canal_2
14627,Eficiente (D-R+),Canal_2
14628,Estável (D-R-),Canal_2
14629,Estável (D-R-),Canal_1
14630,Estável (D-R-),Canal_1
14631,Eficiente (D-R+),Canal_1
14632,Eficiente (D-R+),Canal_2
14633,Desafiador (D+R-),Canal_2
14634,Estável (D-R-),Canal_2
14635,Estável (D-R-),Canal_1
14636,Estável (D-R-),Canal_2
14637,Estável (D-R-),Canal_1
14638,Eficiente (D-R+),Canal_1
14639,Eficiente (D-R+),Canal_2
14640,Eficiente (D-R+),Canal_2
14641,Lucrativo (D+R+),Canal_2
14642,Eficiente (D-R+),Canal_2
14643,Estável (D-R-),Canal_2
14644,Estável (D-R-),Canal_1
14645,Estável (D-R-),Canal_1
14646,Eficiente (D-R+),Canal_1
14647,Lucrativo (D+R+),Canal_2
14648,Desafiador (D+R-),Canal_2
14649,Desafiador (D+R-),Canal_2
14650,Desafiador (D+R-),Canal_1
14651,Desafiador (D+R-),Canal_1
14652,Desafiador (D+R-),Canal_1
14653,Lucrativo (D+R+),Canal_1
14654,Lucrativo (D+R+),Canal_1
14655,Lucrativo (D+R+),Canal_1
14656,Lucrativo (D+R+),Canal_1
14657,Lucrativo (D+R+),Canal_2
14658,Lucrativo (D+R+),Canal_2
14659,Lucrativo (D+R+),Canal_1
14660,Lucrativo (D+R+),Canal_1
14661,Lucrativo (D+R+),Canal_2
14662,Lucrativo (D+R+),Canal_2
14663,Lucrativo (D+R+),Canal_2
14664,Lucrativo (D+R+),Canal_2
14665,Lucrativo (D+R+),Canal_2
14666,Lucrativo (D+R+),Canal_2
14667,Lucrativo (D+R+),Canal_2
14668,Lucrativo (D+R+),Canal_1
14669,Lucrativo (D+R+),Canal_1
14670,Lucrativo (D+R+),Canal_1
14671,Eficiente (D-R+),Canal_1
14672,Eficiente (D-R+),Canal_2
14673,Eficiente (D-R+),Canal_1
14674,Lucrativo (D+R+),Canal_1
14675,Eficiente (D-R+),Canal_2
14676,Eficiente (D-R+),Canal_2
14677,Eficiente (D-R+),Canal_2
14678,Eficiente (D-R+),Canal_2
14679,Eficiente (D-R+),Canal_1
14680,Eficiente (D-R+),Canal_1
14681,Eficiente (D-R+),Canal_2
14682,Eficiente (D-R+),Canal_1
14683,Eficiente (D-R+),Canal_2
14684,Eficiente (D-R+),Canal_1
14685,Lucrativo (D+R+),Canal_2
14686,Desafiador (D+R-),Canal_2
14687,Lucrativo (D+R+),Canal_2
14688,Lucrativo (D+R+),Canal_1
14689,Lucrativo (D+R+),Canal_1
14690,Lucrativo (D+R+),Canal_1
14691,Eficiente (D-R+),Canal_2
14692,Eficiente (D-R+),Canal_2
14693,Eficiente (D-R+),Canal_2
14694,Eficiente (D-R+),Canal_1
14695,Eficiente (D-R+),Canal_1
14696,Eficiente (D-R+),Canal_1
14697,Eficiente (D-R+),Canal_1
14698,Eficiente (D-R+),Canal_2
14699,Estável (D-R-),Canal_2
14700,Lucrativo (D+R+),Canal_1
14701,Desafiador (D+R-),Canal_1
14702,Estável (D-R-),Canal_2
14703,Estável (D-R-),Canal_2
14704,Eficiente (D-R+),Canal_2
14705,Desafiador (D+R-),Canal_1
14706,Lucrativo (D+R+),Canal_1
14707,Desafiador (D+R-),Canal_2
14708,Lucrativo (D+R+),Canal_1
14709,Desafiador (D+R-),Canal_2
14710,Eficiente (D-R+),Canal_2
14711,Eficiente (D-R+),Canal_2
14712,Lucrativo (D+R+),Canal_1
14713,Eficiente (D-R+),Canal_1
14714,Estável (D-R-),Canal_1
14715,Lucrativo (D+R+),Canal_2
14716,Desafiador (D+R-),Canal_2
14717,Lucrativo (D+R+),Canal_1
14718,Lucrativo (D+R+),Canal_1
14719,Lucrativo (D+R+),Canal_1
14720,Desafiador (D+R-),Canal_2
14721,Estável (D-R-),Canal_2
14722,Estável (D-R-),Canal_2
14723,Estável (D-R-),Canal_2
14724,Lucrativo (D+R+),Canal_1
14725,Desafiador (D+R-),Canal_1
14726,Desafiador (D+R-),Canal_1
14727,Lucrativo (D+R+),Canal_2
14728,Lucrativo (D+R+),Canal_2
14729,Estável (D-R-),Canal_2
14730,Eficiente (D-R+),Canal_2
14731,Desafiador (D+R-),Canal_1
14732,Estável (D-R-),Canal_1
14733,Eficiente (D-R+),Canal_1
14734,Desafiador (D+R-),Canal_1
14735,Eficiente (D-R+),Canal_1
14736,Desafiador (D+R-),Canal_1
14737,Lucrativo (D+R+),Canal_2
14738,Estável (D-R-),Canal_2
14739,Eficiente (D-R+),Canal_2
14740,Lucrativo (D+R+),Canal_1
14741,Lucrativo (D+R+),Canal_1
14742,Lucrativo (D+R+),Canal_1
14743,Eficiente (D-R+),Canal_2
14744,Desafiador (D+R-),Canal_2
14745,Lucrativo (D+R+),Canal_2
14746,Lucrativo (D+R+),Canal_1
14747,Lucrativo (D+R+),Canal_1
14748,Eficiente (D-R+),Canal_2
14749,Eficiente (D-R+),Canal_2
14750,Desafiador (D+R-),Canal_2
14751,Estável (D-R-),Canal_1
14752,Estável (D-R-),Canal_2
14753,Eficiente (D-R+),Canal_2
14754,Eficiente (D-R+),Canal_2
14755,Eficiente (D-R+),Canal_1
14756,Eficiente (D-R+),Canal_1
14757,Eficiente (D-R+),Canal_1
14758,Estável (D-R-),Canal_2
14759,Eficiente (D-R+),Canal_1
14760,Eficiente (D-R+),Canal_1
14761,Estável (D-R-),Canal_1
14762,Eficiente (D-R+),Canal_2
14763,Eficiente (D-R+),Canal_2
14764,Lucrativo (D+R+),Canal_2
14765,Lucrativo (D+R+),Canal_1
14766,Lucrativo (D+R+),Canal_1
14767,Lucrativo (D+R+),Canal_2
14768,Lucrativo (D+R+),Canal_2
14769,Lucrativo (D+R+),Canal_1
14770,Estável (D-R-),Canal_1
14771,Estável (D-R-),Canal_2
14772,Eficiente (D-R+),Canal_2
14773,Eficiente (D-R+),Canal_2
14774,Desafiador (D+R-),Canal_1
14775,Lucrativo (D+R+),Canal_1
14776,Estável (D-R-),Canal_1
14777,Eficiente (D-R+),Canal_1
14778,Estável (D-R-),Canal_1
14779,Estável (D-R-),Canal_2
14780,Eficiente (D-R+),Canal_2
14781,Eficiente (D-R+),Canal_2
14782,Estável (D-R-),Canal_1
14783,Estável (D-R-),Canal_2
14784,Eficiente (D-R+),Canal_1
14785,Estável (D-R-),Canal_1
14786,Eficiente (D-R+),Canal_2
14787,Eficiente (D-R+),Canal_2
14788,Eficiente (D-R+),Canal_1
14789,Eficiente (D-R+),Canal_1
14790,Estável (D-R-),Canal_2
14791,Eficiente (D-R+),Canal_2
14792,Eficiente (D-R+),Canal_2
14793,Estável (D-R-),Canal_1
14794,Lucrativo (D+R+),Canal_2
14795,Desafiador (D+R-),Canal_2
14796,Desafiador (D+R-),Canal_1
14797,Lucrativo (D+R+),Canal_1
14798,Desafiador (D+R-),Canal_2
14799,Desafiador (D+R-),Canal_1
14800,Desafiador (D+R-),Canal_1
14801,Desafiador (D+R-),Canal_1
14802,Desafiador (D+R-),Canal_1
14803,Desafiador (D+R-),Canal_1
14804,Desafiador (D+R-),Canal_1
14805,Desafiador (D+R-),Canal_1
14806,Desafiador (D+R-),Canal_2
14807,Desafiador (D+R-),Canal_2
14808,Desafiador (D+R-),Canal_2
14809,Desafiador (D+R-),Canal_2
14810,Lucrativo (D+R+),Canal_2
14811,Desafiador (D+R-),Canal_2
14812,Estável (D-R-),Canal_1
14813,Desafiador (D+R-),Canal_2
14814,Lucrativo (D+R+),Canal_2
14815,Desafiador (D+R-),Canal_2
14816,Desafiador (D+R-),Canal_1
14817,Desafiador (D+R-),Canal_1
14818,Estável (D-R-),Canal_2
14819,Estável (D-R-),Canal_1
14820,Estável (D-R-),Canal_2
14821,Eficiente (D-R+),Canal_2
14822,Estável (D-R-),Canal_1
14823,Estável (D-R-),Canal_1
14824,Lucrativo (D+R+),Canal_2
14825,Desafiador (D+R-),Canal_2
14826,Desafiador (D+R-),Canal_2
14827,Desafiador (D+R-),Canal_1
14828,Lucrativo (D+R+),Canal_1
14829,Desafiador (D+R-),Canal_1
14830,Desafiador (D+R-),Canal_2
14831,Eficiente (D-R+),Canal_2
14832,Estável (D-R-),Canal_2
14833,Eficiente (D-R+),Canal_1
14834,Estável (D-R-),Canal_1
14835,Estável (D-R-),Canal_1
14836,Eficiente (D-R+),Canal_1
14837,Eficiente (D-R+),Canal_1
14838,Estável (D-R-),Canal_1
14839,Eficiente (D-R+),Canal_2
14840,Eficiente (D-R+),Canal_2
14841,Estável (D-R-),Canal_2
14842,Estável (D-R-),Canal_1
14843,Eficiente (D-R+),Canal_2
14844,Estável (D-R-),Canal_2
14845,Eficiente (D-R+),Canal_1
14846,Estável (D-R-),Canal_1
14847,Estável (D-R-),Canal_2
14848,Lucrativo (D+R+),Canal_2
14849,Lucrativo (D+R+),Canal_2
14850,Eficiente (D-R+),Canal_1
14851,Estável (D-R-),Canal_1
14852,Estável (D-R-),Canal_1
14853,Desafiador (D+R-),Canal_2
14854,Eficiente (D-R+),Canal_1
14855,Eficiente (D-R+),Canal_1
14856,Estável (D-R-),Canal_2
14857,Estável (D-R-),Canal_1
14858,Eficiente (D-R+),Canal_2
14859,Eficiente (D-R+),Canal_2
14860,Estável (D-R-),Canal_2
14861,Estável (D-R-),Canal_2
14862,Eficiente (D-R+),Canal_2
14863,Eficiente (D-R+),Canal_1
14864,Estável (D-R-),Canal_1
14865,Estável (D-R-),Canal_1
14866,Estável (D-R-),Canal_2
14867,Estável (D-R-),Canal_2
14868,Estável (D-R-),Canal_2
14869,Desafiador (D+R-),Canal_1
14870,Desafiador (D+R-),Canal_1
14871,Desafiador (D+R-),Canal_1
14872,Eficiente (D-R+),Canal_2
14873,Eficiente (D-R+),Canal_2
14874,Eficiente (D-R+),Canal_2
14875,Eficiente (D-R+),Canal_2
14876,Eficiente (D-R+),Canal_1
14877,Estável (D-R-),Canal_1
14878,Eficiente (D-R+),Canal_1
14879,Eficiente (D-R+),Canal_1
14880,Eficiente (D-R+),Canal_1
14881,Estável (D-R-),Canal_1
14882,Eficiente (D-R+),Canal_2
14883,Estável (D-R-),Canal_2
14884,Eficiente (D-R+),Canal_2
14885,Eficiente (D-R+),Canal_2
14886,Lucrativo (D+R+),Canal_2
14887,Lucrativo (D+R+),Canal_2
14888,Lucrativo (D+R+),Canal_1
14889,Eficiente (D-R+),Canal_2
14890,Lucrativo (D+R+),Canal_1
14891,Lucrativo (D+R+),Canal_1
14892,Lucrativo (D+R+),Canal_1
14893,Lucrativo (D+R+),Canal_1
14894,Eficiente (D-R+),Canal_2
14895,Eficiente (D-R+),Canal_2
14896,Eficiente (D-R+),Canal_2
14897,Desafiador (D+R-),Canal_1
14898,Eficiente (D-R+),Canal_1
14899,Eficiente (D-R+),Canal_2
14900,Eficiente (D-R+),Canal_2
14901,Eficiente (D-R+),Canal_2
14902,Eficiente (D-R+),Canal_1
14903,Eficiente (D-R+),Canal_1
14904,Eficiente (D-R+),Canal_2
14905,Eficiente (D-R+),Canal_2
14906,Eficiente (D-R+),Canal_2
14907,Estável (D-R-),Canal_1
14908,Eficiente (D-R+),Canal_1
14909,Eficiente (D-R+),Canal_1
14910,Lucrativo (D+R+),Canal_2
14911,Lucrativo (D+R+),Canal_1
14912,Lucrativo (D+R+),Canal_1
14913,Lucrativo (D+R+),Canal_2
14914,Lucrativo (D+R+),Canal_2
14915,Lucrativo (D+R+),Canal_1
14916,Desafiador (D+R-),Canal_1
14917,Estável (D-R-),Canal_2
14918,Eficiente (D-R+),Canal_2
14919,Eficiente (D-R+),Canal_2
14920,Lucrativo (D+R+),Canal_1
14921,Lucrativo (D+R+),Canal_1
14922,Lucrativo (D+R+),Canal_1
14923,Eficiente (D-R+),Canal_1
14924,Lucrativo (D+R+),Canal_1
14925,Eficiente (D-R+),Canal_2
14926,Eficiente (D-R+),Canal_2
14927,Eficiente (D-R+),Canal_2
14928,Eficiente (D-R+),Canal_1
14929,Eficiente (D-R+),Canal_2
14930,Eficiente (D-R+),Canal_1
14931,Lucrativo (D+R+),Canal_1
14932,Eficiente (D-R+),Canal_2
14933,Eficiente (D-R+),Canal_2
14934,Eficiente (D-R+),Canal_2
14935,Eficiente (D-R+),Canal_2
14936,Eficiente (D-R+),Canal_2
14937,Eficiente (D-R+),Canal_1
14938,Eficiente (D-R+),Canal_1
14939,Lucrativo (D+R+),Canal_1
14940,Lucrativo (D+R+),Canal_2
14941,Lucrativo (D+R+),Canal_2
14942,Desafiador (D+R-),Canal_2
14943,Lucrativo (D+R+),Canal_1
14944,Lucrativo (D+R+),Canal_1
14945,Lucrativo (D+R+),Canal_1
14946,Lucrativo (D+R+),Canal_2
14947,Desafiador (D+R-),Canal_2
14948,Desafiador (D+R-),Canal_2
14949,Desafiador (D+R-),Canal_2
14950,Desafiador (D+R-),Canal_1
14951,Desafiador (D+R-),Canal_1
14952,Desafiador (D+R-),Canal_1
14953,Desafiador (D+R-),Canal_1
14954,Desafiador (D+R-),Canal_1
14955,Desafiador (D+R-),Canal_1
14956,Desafiador (D+R-),Canal_2
14957,Desafiador (D+R-),Canal_2
14958,Lucrativo (D+R+),Canal_2
14959,Desafiador (D+R-),Canal_2
14960,Desafiador (D+R-),Canal_2
14961,Estável (D-R-),Canal_1
14962,Desafiador (D+R-),Canal_1
14963,Estável (D-R-),Canal_1
14964,Estável (D-R-),Canal_2
14965,Estável (D-R-),Canal_2
14966,Estável (D-R-),Canal_2
14967,Estável (D-R-),Canal_1
14968,Estável (D-R-),Canal_1
14969,Estável (D-R-),Canal_1
14970,Desafiador (D+R-),Canal_2
14971,Desafiador (D+R-),Canal_2
14972,Lucrativo (D+R+),Canal_2
14973,Desafiador (D+R-),Canal_1
14974,Desafiador (D+R-),Canal_1
14975,Desafiador (D+R-),Canal_1
14976,Desafiador (D+R-),Canal_2
14977,Estável (D-R-),Canal_2
14978,Estável (D-R-),Canal_1
14979,Estável (D-R-),Canal_1
14980,Estável (D-R-),Canal_1
14981,Desafiador (D+R-),Canal_2
14982,Estável (D-R-),Canal_1
14983,Estável (D-R-),Canal_1
14984,Estável (D-R-),Canal_1
14985,Estável (D-R-),Canal_1
14986,Estável (D-R-),Canal_2
14987,Estável (D-R-),Canal_2
14988,Estável (D-R-),Canal_2
14989,Eficiente (D-R+),Canal_2
14990,Desafiador (D+R-),Canal_1
14991,Desafiador (D+R-),Canal_1
14992,Estável (D-R-),Canal_2
14993,Eficiente (D-R+),Canal_2
14994,Desafiador (D+R-),Canal_1
14995,Estável (D-R-),Canal_2
14996,Desafiador (D+R-),Canal_2
14997,Lucrativo (D+R+),Canal_2
14998,Estável (D-R-),Canal_1
14999,Desafiador (D+R-),Canal_2
15000,Estável (D-R-),Canal_1
15001,Desafiador (D+R-),Canal_1
15002,Estável (D-R-),Canal_1
15003,Estável (D-R-),Canal_1
15004,Estável (D-R-),Canal_2
15005,Estável (D-R-),Canal_1
15006,Estável (D-R-),Canal_2
15007,Eficiente (D-R+),Canal_2
15008,Desafiador (D+R-),Canal_2
15009,Desafiador (D+R-),Canal_2
15010,Lucrativo (D+R+),Canal_2
15011,Desafiador (D+R-),Canal_1
15012,Desafiador (D+R-),Canal_1
15013,Desafiador (D+R-),Canal_1
15014,Estável (D-R-),Canal_2
15015,Desafiador (D+R-),Canal_2
15016,Desafiador (D+R-),Canal_2
15017,Desafiador (D+R-),Canal_1
15018,Desafiador (D+R-),Canal_1
15019,Desafiador (D+R-),Canal_1
15020,Desafiador (D+R-),Canal_1
15021,Estável (D-R-),Canal_1
15022,Desafiador (D+R-),Canal_1
15023,Eficiente (D-R+),Canal_1
15024,Desafiador (D+R-),Canal_1
15025,Eficiente (D-R+),Canal_1
15026,Estável (D-R-),Canal_2
15027,Eficiente (D-R+),Canal_2
15028,Lucrativo (D+R+),Canal_2
15029,Eficiente (D-R+),Canal_2
15030,Estável (D-R-),Canal_2
15031,Estável (D-R-),Canal_2
15032,Estável (D-R-),Canal_2
15033,Desafiador (D+R-),Canal_1
15034,Lucrativo (D+R+),Canal_1
15035,Lucrativo (D+R+),Canal_1
15036,Desafiador (D+R-),Canal_2
15037,Lucrativo (D+R+),Canal_2
15038,Lucrativo (D+R+),Canal_2
15039,Eficiente (D-R+),Canal_2
15040,Eficiente (D-R+),Canal_2
15041,Estável (D-R-),Canal_1
15042,Estável (D-R-),Canal_1
15043,Lucrativo (D+R+),Canal_1
15044,Estável (D-R-),Canal_2
15045,Eficiente (D-R+),Canal_2
15046,Estável (D-R-),Canal_2
15047,Eficiente (D-R+),Canal_1
15048,Estável (D-R-),Canal_1
15049,Eficiente (D-R+),Canal_2
15050,Eficiente (D-R+),Canal_2
15051,Estável (D-R-),Canal_1
15052,Estável (D-R-),Canal_2
15053,Eficiente (D-R+),Canal_2
15054,Eficiente (D-R+),Canal_1
15055,Estável (D-R-),Canal_1
15056,Estável (D-R-),Canal_2
15057,Estável (D-R-),Canal_1
15058,Lucrativo (D+R+),Canal_2
15059,Lucrativo (D+R+),Canal_1
15060,Lucrativo (D+R+),Canal_1
15061,Lucrativo (D+R+),Canal_2
15062,Lucrativo (D+R+),Canal_1
15063,Desafiador (D+R-),Canal_2
15064,Desafiador (D+R-),Canal_1
15065,Eficiente (D-R+),Canal_2
15066,Estável (D-R-),Canal_2
15067,Estável (D-R-),Canal_2
15068,Desafiador (D+R-),Canal_1
15069,Lucrativo (D+R+),Canal_1
15070,Desafiador (D+R-),Canal_1
15071,Estável (D-R-),Canal_2
15072,Eficiente (D-R+),Canal_2
15073,Desafiador (D+R-),Canal_1
15074,Eficiente (D-R+),Canal_1
15075,Desafiador (D+R-),Canal_1
15076,Desafiador (D+R-),Canal_2
15077,Lucrativo (D+R+),Canal_1
15078,Lucrativo (D+R+),Canal_1
15079,Desafiador (D+R-),Canal_2
15080,Lucrativo (D+R+),Canal_1
15081,Lucrativo (D+R+),Canal_2
15082,Lucrativo (D+R+),Canal_2
15083,Estável (D-R-),Canal_2
15084,Desafiador (D+R-),Canal_1
15085,Lucrativo (D+R+),Canal_1
15086,Lucrativo (D+R+),Canal_1
15087,Estável (D-R-),Canal_2
15088,Eficiente (D-R+),Canal_2
15089,Desafiador (D+R-),Canal_2
15090,Lucrativo (D+R+),Canal_2
15091,Desafiador (D+R-),Canal_2
15092,Lucrativo (D+R+),Canal_1
15093,Desafiador (D+R-),Canal_1
15094,Desafiador (D+R-),Canal_1
15095,Eficiente (D-R+),Canal_1
15096,Estável (D-R-),Canal_1
15097,Eficiente (D-R+),Canal_1
15098,Eficiente (D-R+),Canal_1
15099,Estável (D-R-),Canal_1
15100,Estável (D-R-),Canal_1
15101,Eficiente (D-R+),Canal_2
15102,Estável (D-R-),Canal_2
15103,Eficiente (D-R+),Canal_2
15104,Eficiente (D-R+),Canal_2
15105,Lucrativo (D+R+),Canal_2
15106,Lucrativo (D+R+),Canal_2
15107,Desafiador (D+R-),Canal_1
15108,Desafiador (D+R-),Canal_2
15109,Lucrativo (D+R+),Canal_2
15110,Lucrativo (D+R+),Canal_2
15111,Lucrativo (D+R+),Canal_1
15112,Lucrativo (D+R+),Canal_1
15113,Lucrativo (D+R+),Canal_2
15114,Lucrativo (D+R+),Canal_2
15115,Desafiador (D+R-),Canal_2
15116,Lucrativo (D+R+),Canal_1
15117,Eficiente (D-R+),Canal_1
15118,Estável (D-R-),Canal_1
15119,Lucrativo (D+R+),Canal_1
15120,Desafiador (D+R-),Canal_1
15121,Desafiador (D+R-),Canal_2
15122,Lucrativo (D+R+),Canal_1
15123,Lucrativo (D+R+),Canal_2
15124,Lucrativo (D+R+),Canal_2
15125,Estável (D-R-),Canal_2
15126,Estável (D-R-),Canal_2
15127,Eficiente (D-R+),Canal_2
15128,Lucrativo (D+R+),Canal_1
15129,Eficiente (D-R+),Canal_1
15130,Estável (D-R-),Canal_1
15131,Eficiente (D-R+),Canal_2
15132,Lucrativo (D+R+),Canal_2
15133,Estável (D-R-),Canal_2
15134,Lucrativo (D+R+),Canal_1
15135,Desafiador (D+R-),Canal_1
15136,Eficiente (D-R+),Canal_1
15137,Estável (D-R-),Canal_1
15138,Estável (D-R-),Canal_2
15139,Eficiente (D-R+),Canal_2
15140,Estável (D-R-),Canal_2
15141,Eficiente (D-R+),Canal_1
15142,Lucrativo (D+R+),Canal_1
15143,Estável (D-R-),Canal_1
15144,Estável (D-R-),Canal_2
15145,Estável (D-R-),Canal_2
15146,Eficiente (D-R+),Canal_2
15147,Eficiente (D-R+),Canal_1
15148,Eficiente (D-R+),Canal_1
15149,Estável (D-R-),Canal_1
15150,Estável (D-R-),Canal_1
15151,Eficiente (D-R+),Canal_1
15152,Estável (D-R-),Canal_2
15153,Eficiente (D-R+),Canal_2
15154,Estável (D-R-),Canal_2
15155,Desafiador (D+R-),Canal_2
15156,Desafiador (D+R-),Canal_2
15157,Desafiador (D+R-),Canal_2
15158,Desafiador (D+R-),Canal_1
15159,Desafiador (D+R-),Canal_1
15160,Estável (D-R-),Canal_2
15161,Estável (D-R-),Canal_2
15162,Estável (D-R-),Canal_1
15163,Estável (D-R-),Canal_2
15164,Estável (D-R-),Canal_1
15165,Estável (D-R-),Canal_1
15166,Eficiente (D-R+),Canal_1
15167,Estável (D-R-),Canal_1
15168,Estável (D-R-),Canal_1
15169,Estável (D-R-),Canal_1
15170,Estável (D-R-),Canal_1
15171,Eficiente (D-R+),Canal_2
15172,Eficiente (D-R+),Canal_2
15173,Estável (D-R-),Canal_2
15174,Estável (D-R-),Canal_2
15175,Estável (D-R-),Canal_2
15176,Estável (D-R-),Canal_2
15177,Desafiador (D+R-),Canal_2
15178,Desafiador (D+R-),Canal_2
15179,Eficiente (D-R+),Canal_2
15180,Desafiador (D+R-),Canal_2
15181,Desafiador (D+R-),Canal_1
15182,Lucrativo (D+R+),Canal_1
15183,Lucrativo (D+R+),Canal_1
15184,Estável (D-R-),Canal_2
15185,Estável (D-R-),Canal_2
15186,Eficiente (D-R+),Canal_2
